number,value,datetime_start,datetime_complete,duration,params_batch_size,params_learning_rate,params_num_train_epochs,params_weight_decay,state
0,0.10987785030341442,2024-12-28 00:56:18.846583,2024-12-28 01:06:31.198657,0 days 00:10:12.352074,8,4.328450221293881e-06,10,0.01,COMPLETE
1,0.016341822696152458,2024-12-28 01:06:31.199797,2024-12-28 01:11:36.058201,0 days 00:05:04.858404,8,1.255111517297383e-06,5,0.1,COMPLETE
2,0.5140446180473881,2024-12-28 01:11:36.059148,2024-12-28 01:26:43.319770,0 days 00:15:07.260622,8,2.595942550311263e-05,15,0.05,COMPLETE
3,0.14991843755109233,2024-12-28 01:26:43.320911,2024-12-28 01:41:41.434792,0 days 00:14:58.113881,16,5.418282319533245e-06,15,0.04,COMPLETE
4,0.34876454819847064,2024-12-28 01:41:41.435795,2024-12-28 02:06:42.997811,0 days 00:25:01.562016,8,5.954553793888989e-06,25,0.0,COMPLETE
5,0.42658929080073243,2024-12-28 02:06:42.999014,2024-12-28 02:43:50.486030,0 days 00:37:07.487016,32,1.0769622478263125e-05,40,0.08,COMPLETE
6,0.02880593449714462,2024-12-28 02:43:50.487100,2024-12-28 02:48:53.180677,0 days 00:05:02.693577,16,3.292529363110526e-06,5,0.05,COMPLETE
7,0.0639109545752624,2024-12-28 02:48:53.181651,2024-12-28 03:03:58.849313,0 days 00:15:05.667662,8,1.1439974749291267e-06,15,0.05,COMPLETE
8,0.4359347237180675,2024-12-28 03:03:58.850407,2024-12-28 03:43:44.583310,0 days 00:39:45.732903,16,8.488762161408713e-06,40,0.09,COMPLETE
9,0.11891021148040426,2024-12-28 03:43:44.584399,2024-12-28 03:48:50.477512,0 days 00:05:05.893113,8,1.0370844668954537e-05,5,0.03,COMPLETE
